Name,Email,Role,App access,Groups,Date added
Hayden Reid,oakley.iyer@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:18:39.492Z
Indira Xia,casey.evans@ext-9bcd09.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:56:58.383Z
Harper Cooper,willow.park@snaplogic.com,User,Designer,members,2026-01-31T17:26:07.516Z
Harper Xia,brett.zhang@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:21.156Z
Piper Jensen,avery.miller@ext-591bfe.com,User,Designer AutoSync,members,2026-06-29T09:11:20.483Z
Yael Knox,jamie.wang@ext-9a0743.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:42.529Z
Quinn Moss,finley.zhang@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:04:19.697Z
Charlie Reyes,parker.davis@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-18T19:07:26.592Z
Eden Reid,hayden.ellis@ext-0bcee0.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-27T15:54:51.555Z
Sage Garcia,morgan.xia@ext-ac5178.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:53.148Z
Skyler Tran,umber.miller@ext-6e4f12.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:29.564Z
Noel Lopez,fern.garcia@snaplogic.com,User,Designer,members,2026-01-31T17:26:12.434Z
Zara Osei,xen.york@ext-9a0743.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-05-12T15:00:48.151Z
Harper Luna,morgan.nash@ext-0bcee0.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-30T15:49:21.053Z
Casey Utley,yuki.baker@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:46:37.262Z
Gray Diaz,nash.ibarra@ext-2b7a1c.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:17:07.672Z
Kai Iyer,noel.wells@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:07:48.566Z
Skyler Zhu,lane.garcia@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:29.544Z
Casey Reyes,kai.garcia@ext-c1bbf2.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:12:35.461Z
Noel Zhang,dana.miller@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:25.622Z
Xen Foster,uli.utley@ext-387eea.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2025-05-07T12:10:12.880Z
Reese Osei,casey.nash@ext-591bfe.com,User,Designer,members,2025-06-27T14:08:36.705Z
Tatum Utley,noel.quinn@snaplogic.com,Environment admin,Designer,members admins Bootcamp_US_June_2025,2025-02-04T18:14:23.965Z
Kai Patel,tatum.grant@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:47.464Z
Fern Park,noel.knox@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T15:58:44.309Z
Fern Patel,fern.ortiz@snaplogic.com,User,Designer,members,2024-02-28T21:30:30.344Z
Vesper Flynn,skyler.flynn@snaplogic.com,User,Designer AutoSync,members,2023-10-13T16:22:33.298Z
Willow Ueda,gray.singh@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 Infosys,2025-06-15T21:24:49.370Z
Alex Brooks,gray.harris@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-01-08T11:03:38.113Z
Vale Davis,xen.nguyen@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T08:38:52.364Z
Gray Zhang,noel.quinn@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:44:48.209Z
Blake Harris,wren.tran@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:49:48.939Z
River Xu,reese.zhang@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T15:33:28.311Z
Indira Jensen,zion.vega@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:33.501Z
Oakley Garcia,zara.jensen@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-01-03T19:21:43.931Z
Drew Ueda,devon.tran@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-11T13:36:53.424Z
Lee Park,yael.chen@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-27T15:47:03.146Z
Harper Brooks,mack.davis@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-10-06T16:08:47.361Z
Harper Holt,brett.knox@snaplogic.com,User,Designer,members,2026-01-31T17:26:18.798Z
Blake Grant,zion.holt@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:09:05.487Z
Devon Yamada,uli.reyes@snaplogic.com,User,Designer,members,2026-01-31T17:26:23.984Z
Hayden York,vesper.grant@ext-7abd01.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:16.977Z
Nash Brooks,devon.park@snaplogic.com,User,Designer,members,2026-01-31T17:26:29.540Z
Xen Reid,finley.baker@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 Infosys,2025-11-23T18:52:57.800Z
Brett Reyes,vale.jensen@ext-138750.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-10-23T13:22:19.951Z
Oakley Garcia,zara.jensen@snaplogic.com,User,Designer,members,2026-01-31T17:27:23.388Z
Vesper Kim,casey.iyer@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:41.280Z
Xen Garcia,finley.kim@snaplogic.com,User,Designer,members,2026-01-31T17:27:29.405Z
Oakley Torres,river.chen@ext-1dfcd7.com,User,Designer,members IWC IWConnectDemos AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2024-12-17T13:19:45.236Z
Mack Flynn,vesper.miller@snaplogic.com,Environment admin,Designer,members admins,2025-03-18T11:11:37.055Z
Charlie Foster,oakley.ibarra@ext-634bab.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-02-24T10:19:56.363Z
River Moss,xen.wells@ext-0a199e.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:00.743Z
Piper Tran,reese.torres@ext-6babeb.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:44:36.744Z
Indira Davis,vale.vance@ext-1dfcd7.com,User,Designer,members IWC IWConnectDemos,2024-02-23T11:20:37.507Z
Vale Reid,oakley.shah@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-03-26T11:37:06.002Z
Tatum Reyes,oakley.baker@snaplogic.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:27:34.462Z
Yuki Garcia,yuki.baker@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:09.391Z
Quinn Garcia,avery.knox@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2024-10-17T16:13:09.530Z
Kelly Davis,avery.utley@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:32.783Z
Indira Davis,avery.ibarra@ext-b2d11f.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:16.314Z
Vale Zhu,vale.ortiz@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-09-02T20:32:23.077Z
Kelly Flynn,skyler.osei@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-08-01T19:14:29.649Z
Lee Grant,blake.iyer@snaplogic.com,User,Designer,members,2025-07-10T20:42:01.792Z
Charlie Johal,kai.miller@ext-f831a9.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:03:11.392Z
Umber Miller,lee.tran@ext-387eea.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:20:25.275Z
Willow Luna,vesper.quinn@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-10-27T05:16:49.255Z
Morgan Moss,kelly.xu@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2023-09-14T10:43:40.043Z
Lane Lopez,parker.adams@ext-ea780b.com,User,Designer,members Stanford Bootcamp_EMEA_February_2026,2026-02-04T20:54:59.862Z
Kai Shah,zara.ellis@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:44:01.151Z
Avery Cooper,noel.shah@snaplogic.com,User,Designer,members,2026-01-31T17:27:33.224Z
Tatum Adams,umber.brooks@ext-591bfe.com,User,Designer,members US_Bootcamp_August_2025,2025-08-11T15:56:06.486Z
Kai Zhu,piper.reid@ext-7e0fff.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:09:24.550Z
Alex Brooks,finley.chen@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcampSiemensEnergy,2025-10-06T16:10:09.723Z
Alex Garcia,brett.chen@ext-0a199e.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:36.158Z
Avery Jensen,morgan.garcia@ext-653eac.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:14:43.992Z
Charlie Holt,sage.chen@ext-7bf6fa.com,User,Designer AutoSync,members AgentCreatorSHSTraining AgentCreatorBootcamp_EMEA_November_2025,2025-04-28T10:44:03.520Z
Reese Miller,hayden.utley@ext-6750f5.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:21:16.132Z
Zion Vega,xander.brooks@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:18.189Z
Ellis Garcia,xen.xia@ext-9bcd09.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026 AgentCreatorBootcampEMEA_June2026,2026-03-22T19:01:04.604Z
Kai Iyer,skyler.zhu@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:15.487Z
Wren Zhu,alex.yamada@snaplogic.com,User,Designer,members,2026-01-31T17:27:38.815Z
Tatum Yamada,casey.holt@ext-73c6f0.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2024-10-29T09:40:06.014Z
Casey Foster,eden.xia@ext-51bb1d.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 AC_Bootcamp_US_February_2026,2026-01-11T22:28:05.148Z
Vesper Foster,ellis.luna@ext-1dfcd7.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-04-15T07:08:16.196Z
Reese Evans,xen.johal@snaplogic.com,User,Designer,members,2026-01-31T17:28:13.036Z
Casey Tran,xander.davis@ext-ff3ef8.com,User,,members_devportal,2024-07-09T07:17:33.133Z
Hayden Tran,yael.reid@ext-e8824e.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:24.881Z
Yael York,noel.nash@ext-023686.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2024-09-23T14:02:38.324Z
Alex Cooper,oakley.grant@ext-80929f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:39.604Z
Finley Ortiz,jordan.park@ext-08f459.com,User,,members,2024-01-11T10:24:58.696Z
Jordan Knox,devon.reid@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-11T18:21:11.209Z
Dana Nash,umber.miller@ext-023686.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:21:50.581Z
Piper Ibarra,jordan.ellis@snaplogic.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2023-04-25T16:13:38.130Z
Gray Kim,devon.ellis@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:27.346Z
Taylor Utley,zion.patel@snaplogic.com,Environment admin,Designer,members admins,2023-08-25T07:30:04.087Z
Alex Utley,devon.brooks@ext-7e0fff.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:03:21.219Z
Yuki Adams,kelly.ueda@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2025-12-22T15:27:51.725Z
Vale Zhang,casey.kim@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-23T08:35:50.573Z
Morgan Vance,hayden.ibarra@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-12T09:55:01.324Z
Eden Cooper,piper.xia@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:19:01.739Z
Gray Park,willow.zhu@snaplogic.com,Environment admin,Designer,members admins Environment admin,2024-03-28T17:57:14.400Z
Lane Utley,quinn.singh@ext-e95451.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:02:39.099Z
Willow Zhang,willow.quinn@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-04-04T06:37:08.139Z
Eden Flynn,kai.wells@ext-669f45.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_January_2026,2024-11-01T12:07:14.850Z
Noel Brooks,casey.johal@ext-dca959.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:13:10.550Z
Jamie Osei,tatum.ibarra@snaplogic.com,User,Designer,members,2026-01-31T17:28:17.741Z
Lee Cooper,piper.cooper@ext-d8144d.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2026-01-11T22:25:01.873Z
Sage Zhu,oakley.yamada@ext-f831a9.com,User,Designer,members VeoliaAiWorkshop,2024-09-02T13:52:19.103Z
Finley Kim,vesper.davis@ext-626339.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:23.564Z
Hayden Osei,devon.baker@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 Infosys,2025-11-23T18:53:08.238Z
Lee Reyes,xen.ortiz@ext-2d8726.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:19.124Z
Umber Torres,umber.nguyen@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:43.808Z
Lee Lopez,eden.reyes@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-05-19T16:43:13.385Z
Piper Park,oakley.foster@ext-9c4f44.com,User,Designer,members Cognizant AgentCreatorBootcamp_EMEA_January_2026,2025-07-30T04:50:36.888Z
Gray Xu,zion.zhang@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:46:26.562Z
Zion Baker,eden.cooper@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:46:37.523Z
Avery Ortiz,uli.harris@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:19:23.598Z
Eden Flynn,river.nguyen@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:05.824Z
Ellis Moss,skyler.xu@ext-591bfe.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:30:06.651Z
Blake Jensen,vesper.holt@ext-a570e0.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:13:39.905Z
Gray Flynn,devon.singh@ext-8de689.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-01-28T09:50:38.189Z
Indira Xu,vale.vega@snaplogic.com,Environment admin,Designer,members admins,2023-08-23T11:25:54.240Z
Parker Singh,skyler.torres@ext-8de689.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2024-05-02T09:26:57.166Z
Zara Wang,gray.knox@ext-634bab.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:24.234Z
Tatum Chen,mack.osei@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:10:30.368Z
Morgan Ellis,tatum.foster@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:37.279Z
Jamie Quinn,skyler.nash@ext-a0fc39.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:15:26.811Z
Lee Brooks,oakley.osei@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:11.403Z
Tatum York,eden.ueda@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:46.151Z
Willow Ellis,brett.york@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_AMEA_August_2025 Infosys,2025-06-15T21:24:29.681Z
Xen Foster,zara.brooks@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:14.921Z
Parker Shah,xen.lopez@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:13:01.427Z
Indira Luna,jordan.davis@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-13T16:24:06.408Z
Skyler Moss,morgan.singh@snaplogic.com,User,Designer AutoSync,members,2024-05-22T13:08:46.496Z
Parker Baker,mack.chen@snaplogic.com,Environment admin,Designer,members admins,2023-10-04T11:09:38.930Z
Sage Ellis,piper.garcia@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:06:05.912Z
Noel Vance,devon.moss@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-07-24T18:03:14.381Z
Yuki Nash,kai.zhu@snaplogic.com,Environment admin,Designer,members admins,2023-09-29T06:50:20.796Z
Morgan Zhu,alex.chen@snaplogic.com,User,Designer AutoSync,members,2023-08-28T19:51:02.952Z
Taylor Ibarra,mack.zhang@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-03-08T11:50:04.214Z
Mack Harris,fern.luna@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:37:49.681Z
Hayden Ueda,ellis.nguyen@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-04-17T12:13:14.423Z
Noel Zhang,jordan.chen@snaplogic.com,Environment admin,Designer,members admins,2023-06-30T10:07:30.995Z
River Lopez,xander.utley@ext-2b7a1c.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:22:12.556Z
Avery Ellis,nash.cooper@ext-84f9b1.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T21:00:49.666Z
River Xia,indira.holt@ext-298aa5.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:39.260Z
Kelly Holt,zion.xu@ext-b4b17f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:25:57.869Z
Fern Xu,xander.utley@ext-591bfe.com,User,Designer,members US_Bootcamp_August_2025,2025-08-11T15:53:36.505Z
Lane Jensen,kai.ueda@ext-7bf6fa.com,User,Designer AutoSync,members AgentCreatorSHSTraining,2025-04-28T10:44:17.498Z
Nash Yamada,noel.cooper@ext-1d67bb.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:33.736Z
Yael Utley,zara.nguyen@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:57:45.731Z
Oakley Wang,morgan.wang@ext-36a867.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:28:48.242Z
Zion Ibarra,willow.tran@snaplogic.com,User,Designer,members,2026-01-31T17:28:24.263Z
Noel Adams,noel.vance@ext-6750f5.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:59.646Z
Blake Adams,vale.jensen@snaplogic.com,User,Designer,members,2026-01-31T17:28:28.978Z
Quinn Kim,brett.knox@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:17:00.149Z
Vesper Johal,eden.flynn@ext-9ae045.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:58:03.977Z
Parker Shah,vesper.kim@snaplogic.com,User,Designer,members,2026-01-31T17:28:34.607Z
Jamie Moss,umber.zhang@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 Infosys,2025-08-11T07:57:34.380Z
Wren Kim,kelly.xia@ext-a570e0.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:13:47.476Z
Lee Brooks,piper.yamada@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-28T19:51:01.690Z
Xen Knox,zara.holt@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:26.922Z
Zion Vega,river.luna@ext-2c0c28.com,User,Designer,members siemens_mobility AgentCreatorSHSTraining,2024-12-06T11:17:20.765Z
Quinn Ueda,zara.ibarra@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:34.048Z
Fern Foster,fern.ortiz@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:46:51.837Z
Piper Flynn,casey.foster@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 AC_Bootcamp_US_February_2026 Bootcamp_EMEA_February_2026,2025-11-23T18:45:00.300Z
Devon Yamada,ellis.tran@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:11.797Z
Nash Nguyen,yael.reid@ext-750224.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:27:51.845Z
Zara Ueda,dana.quinn@ext-138750.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2025-10-17T06:46:17.841Z
Nash Kim,sage.grant@ext-0f31a1.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:10:45.865Z
Vale Shah,jordan.flynn@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:01:29.746Z
Jordan Wang,eden.moss@ext-73c6f0.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-02-24T10:17:43.600Z
Tatum Garcia,skyler.jensen@snaplogic.com,User,Designer,members,2026-01-31T17:28:42.241Z
Dana Vance,parker.cooper@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:52:37.438Z
Uli Garcia,drew.holt@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:38.479Z
Mack Nash,harper.ueda@ext-0a199e.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:47:21.556Z
Mack Ellis,tatum.singh@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:56.182Z
Willow Knox,mack.moss@snaplogic.com,User,Designer,members,2026-01-31T17:29:44.071Z
Fern Reyes,oakley.patel@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-04T22:04:23.887Z
Parker Miller,lane.garcia@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-12-02T18:29:29.790Z
Oakley Wells,willow.knox@snaplogic.com,User,Designer,members,2025-07-02T22:29:17.654Z
River Grant,lane.foster@ext-ed84c2.com,User,Designer,members PartnersReadOnly,2024-03-20T15:54:42.255Z
Zara Kim,avery.xia@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:05:20.757Z
Vale Ueda,kelly.vega@snaplogic.com,User,Designer,members,2025-04-27T16:10:34.182Z
Wren Diaz,vesper.torres@snaplogic.com,User,Designer,members,2025-04-27T16:11:30.960Z
Xander Holt,dana.jensen@snaplogic.com,User,Designer,members,2025-04-27T16:12:15.909Z
Umber Utley,willow.zhang@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-29T18:46:40.843Z
Umber Ueda,brett.holt@ext-023686.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-03-07T10:03:53.136Z
Uli Xia,vale.adams@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_October_2025,2024-02-20T16:10:34.374Z
Yuki Utley,kelly.grant@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_May_2025,2023-09-29T09:34:04.946Z
Taylor Grant,devon.nguyen@ext-023686.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-03-17T11:07:33.327Z
Uli Utley,jamie.xia@ext-51bb1d.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 AC_Bootcamp_US_February_2026,2026-01-11T22:26:12.015Z
Alex Miller,brett.yamada@ext-387eea.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:19:36.704Z
Oakley Brooks,taylor.wang@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:10.187Z
Taylor Park,casey.chen@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:05.689Z
Xander Harris,devon.ellis@ext-9a0743.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:46.933Z
Charlie Vega,noel.grant@ext-d0173b.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:18:08.327Z
Quinn Reyes,hayden.moss@ext-82dea4.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:18.979Z
Oakley Wells,yuki.reid@ext-49cce2.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-09-18T11:42:26.568Z
Vale Xu,parker.utley@ext-48d0f3.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:45.361Z
Jamie Kim,lane.luna@ext-387eea.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2025-11-19T05:55:02.120Z
Gray Chen,noel.flynn@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:09.875Z
Hayden Jensen,quinn.singh@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:04:04.520Z
Noel Nash,morgan.vance@ext-c1bbf2.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:31:36.618Z
Skyler Nash,dana.diaz@ext-d00c77.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:12:05.326Z
Yael Evans,sage.evans@ext-387eea.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:19:20.908Z
